BANCO DE DADOS AGROCLIMATOLÓGICO;;;;;;;;;;;;;;;;;;
;Estação (localidade):;;;Aimores;;;;;;;;;;;;;;
Lat.:;Lat.:;-19,494872;;;Long.:;-41,077647;;;;Altitude: ;;79,93;;m;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Data;Tx;Tn;Tmed;UR;Prec;Evap;Eto;Insolação;Txm;Tnm;Tmed-med;URmed;PrecSOM;Evapmed;Etomed;Insolaçãomed;Tx Abs;Tn Abs
30/04/1987;26;20,2;21,52;89,25;3,3;3,4;;0;33,05333333;21,55;26,17133333;79,84166667;25,5;3,51;;7,683333333;36,2;18,3
01/05/1987;28,4;20,4;23,28;84,5;0,2;1,8;;2,8;;;;;;;;;;
02/05/1987;32;17,8;23,12;82,75;0;2,2;;7,9;;;;;;;;;;
03/05/1987;34,2;19,3;25,46;80,5;0;3,2;;9,5;;;;;;;;;;
04/05/1987;35,2;21;27,52;75,75;0;3,3;;10;;;;;;;;;;
05/05/1987;36,4;23;28,36;74;0;4,7;;10;;;;;;;;;;
06/05/1987;33,8;23,6;27,56;79,25;0;4,3;;5,1;;;;;;;;;;
07/05/1987;35;22;27,24;74,75;0;4,1;;9,7;;;;;;;;;;
08/05/1987;36,2;20;25,8;72,5;0;4,2;;10;;;;;;;;;;
09/05/1987;34;19,2;25,96;56,25;0;4,2;;10;;;;;;;;;;
10/05/1987;29;23;24,56;72,5;0;4,6;;1,2;;;;;;;;;;
11/05/1987;28,4;18,8;22,76;73,25;0;2,7;;1,1;;;;;;;;;;
12/05/1987;29;20,1;24,18;68,25;0;3,3;;6,7;;;;;;;;;;
13/05/1987;32,6;18;25,04;66,75;0;3,6;;8,2;;;;;;;;;;
14/05/1987;34;19,5;25,74;68,75;0;3,5;;8,5;;;;;;;;;;
15/05/1987;34;20;26,16;73,25;0;3,1;;9,4;;;;;;;;;;
16/05/1987;34,2;21;26,92;73,25;0;3,1;;8,1;;;;;;;;;;
17/05/1987;32;21,4;25,48;75,5;2;3,7;;5,1;;;;;;;;;;
18/05/1987;31,8;20,6;24,68;74,25;0;2,9;;6,5;;;;;;;;;;
19/05/1987;32;21,2;24,84;77,75;0;3,7;;6,6;;;;;;;;;;
20/05/1987;35,4;18,8;25,52;74,25;0;3,3;;9,4;;;;;;;;;;
21/05/1987;37,8;19,2;27,36;69,5;0;3,5;;9,5;;;;;;;;;;
22/05/1987;36;20,3;26,02;77,25;0;4;;7,5;;;;;;;;;;
23/05/1987;24,8;20,5;22,14;95;6,2;3,7;;0;;;;;;;;;;
24/05/1987;29,4;20,4;24,28;88,25;4,2;0,8;;1,9;;;;;;;;;;
25/05/1987;27,2;21,8;23,12;86,25;0,2;2,7;;3;;;;;;;;;;
26/05/1987;24,2;19,1;21,18;72,25;1,6;0,5;;0,3;;;;;;;;;;
27/05/1987;29;17,9;21,82;65,5;0;2,2;;8,1;;;;;;;;;;
28/05/1987;28,1;14,4;20,54;77,75;0;3;;5,1;;;;;;;;;;
29/05/1987;32,4;15,6;23,16;76,5;0,2;2,8;;9,3;;;;;;;;;;
30/05/1987;30;20,3;23,42;66,5;5;3,4;;8;;;;;;;;;;
31/05/1987;30,2;13,5;19,94;71,25;0;4,1;;9,9;31,82903226;19,73225806;24,61806452;74,96774194;19,6;3,232258065;;6,722580645;37,8;13,5
01/06/1987;29,8;12,2;19,04;74;0;2,9;;9,1;;;;;;;;;;
02/06/1987;31;14,6;21,92;64;0;3,4;;9,1;;;;;;;;;;
03/06/1987;30;14;21,72;63,25;0;3,8;;9;;;;;;;;;;
04/06/1987;28,8;16,9;20,7;74,5;0;3,8;;3,9;;;;;;;;;;
05/06/1987;30;15,2;21;76,5;0;2,5;;5,6;;;;;;;;;;
06/06/1987;32,6;15,7;22,82;69;0;2,5;;9,4;;;;;;;;;;
07/06/1987;33;19,8;25,24;70,75;0;3;;8,2;;;;;;;;;;
08/06/1987;30,4;20,3;24,02;77,75;3,8;3,7;;4,4;;;;;;;;;;
09/06/1987;26;20,2;22,28;85,5;1,8;2,5;;1,3;;;;;;;;;;
10/06/1987;30,4;17;22,12;72,5;1,4;1,3;;7,7;;;;;;;;;;
11/06/1987;30,2;17;21,64;74,5;0;3,2;;7,9;;;;;;;;;;
12/06/1987;29,6;15,1;22,34;77,5;0;2,8;;6,1;;;;;;;;;;
13/06/1987;33,2;17,4;24,32;72,25;0;2,8;;9,1;;;;;;;;;;
14/06/1987;35,1;19,4;26,7;72;0;3,7;;8,8;;;;;;;;;;
15/06/1987;32;23;26,04;70,75;0;3,7;;7,8;;;;;;;;;;
16/06/1987;32,6;18,8;24,68;63;0;3,5;;8,9;;;;;;;;;;
17/06/1987;25,6;20;22,8;74;0,5;3,7;;0;;;;;;;;;;
18/06/1987;28,6;20;23,52;79,25;0;2,1;;1,7;;;;;;;;;;
19/06/1987;30,2;18,7;23,78;70;0;3;;6,5;;;;;;;;;;
20/06/1987;27,2;20;22,96;74,5;0;3,8;;2,8;;;;;;;;;;
21/06/1987;29,6;20,1;23,3;67,25;0;3,2;;8,3;;;;;;;;;;
22/06/1987;29,8;16,9;21,06;80,5;0;3;;2,3;;;;;;;;;;
23/06/1987;34;17;24,08;72;0;2,5;;7,5;;;;;;;;;;
24/06/1987;24,4;19;20,68;82,75;0;4;;0;;;;;;;;;;
25/06/1987;24,2;18;20,44;74,75;2,9;1,4;;0,8;;;;;;;;;;
26/06/1987;27,4;16;20,76;66;0;2,3;;7,7;;;;;;;;;;
27/06/1987;26,6;16;19,92;69,5;0;3,2;;4,4;;;;;;;;;;
28/06/1987;25,1;14;19,46;70,5;0;3,5;;3,6;;;;;;;;;;
29/06/1987;23,2;15,1;19,1;86,75;1,2;2,5;;0,3;;;;;;;;;;
30/06/1987;29,6;17,2;22,96;65;1;0,8;;9,1;29,34;17,48666667;22,38;73,01666667;12,6;2,936666667;;5,71;35,1;12,2
01/07/1987;29,4;15,6;22,56;67;0;3;;6,9;;;;;;;;;;
02/07/1987;30,8;16,3;23,3;66;0;3;;7,9;;;;;;;;;;
03/07/1987;28,8;19;22,8;72,5;0;3,2;;2,7;;;;;;;;;;
04/07/1987;30;18,5;21,9;71,5;0;2,3;;5;;;;;;;;;;
05/07/1987;30,8;15;22,68;67,25;0;3;;8,9;;;;;;;;;;
06/07/1987;28,6;15,9;20,98;70;0;4;;6,7;;;;;;;;;;
07/07/1987;30,4;16;22,04;68,25;0;4;;8,6;;;;;;;;;;
08/07/1987;32;17;22,6;70,25;0;3,9;;6,5;;;;;;;;;;
09/07/1987;32;18;23,2;69,5;0;2,8;;6,4;;;;;;;;;;
10/07/1987;32;20,2;23,84;75;0;3,5;;7,5;;;;;;;;;;
11/07/1987;32,2;18;23,72;71,25;0;3,4;;8,6;;;;;;;;;;
12/07/1987;33,4;20,2;25,36;70;0;4,4;;8,5;;;;;;;;;;
13/07/1987;33,4;19;23,48;69,75;0;4,2;;9,3;;;;;;;;;;
14/07/1987;34,2;16,1;25,06;56,5;0;4;;9,1;;;;;;;;;;
15/07/1987;32,8;17,5;24,62;66,25;0;5;;9,6;;;;;;;;;;
16/07/1987;31,2;17,8;22,96;71;0;4,6;;7,7;;;;;;;;;;
17/07/1987;32,6;17;22,72;69;0;3,5;;9;;;;;;;;;;
18/07/1987;33;16;22,68;63,25;0;4,6;;9;;;;;;;;;;
19/07/1987;33,2;15,6;24,32;61,75;0;4,2;;9,4;;;;;;;;;;
20/07/1987;32;16,1;22,7;66,25;0;4,7;;9,3;;;;;;;;;;
21/07/1987;32,2;16;23,24;61,75;0;5;;9;;;;;;;;;;
22/07/1987;28;18;21,4;76,25;0;4,4;;4,6;;;;;;;;;;
23/07/1987;29,2;17;21,44;63;0;3,4;;8,5;;;;;;;;;;
24/07/1987;26,8;13,1;19,18;71,75;0;4,1;;4,5;;;;;;;;;;
25/07/1987;26;15;19,2;85,25;0;3;;1,8;;;;;;;;;;
26/07/1987;28,4;17;21,8;71,25;0,8;2;;2,9;;;;;;;;;;
27/07/1987;31,6;16;22,44;70,25;0;3,5;;8,6;;;;;;;;;;
28/07/1987;32,6;16,1;23,7;65;0;3,8;;9,3;;;;;;;;;;
29/07/1987;28,6;16,1;21,98;77,75;0;4,8;;2;;;;;;;;;;
30/07/1987;32,8;19,6;25,12;68,25;0;3,4;;6,3;;;;;;;;;;
31/07/1987;25,8;15,8;19,04;83,5;1,6;3,9;;0,9;30,8;16,91935484;22,64709677;69,55645161;2,4;3,761290323;;6,935483871;34,2;13,1
01/08/1987;28,2;12,7;19,14;67;0,6;1,3;;6,4;;;;;;;;;;
02/08/1987;28,6;11,6;19,32;61;0;3,4;;9,6;;;;;;;;;;
03/08/1987;29;15;20,6;67;0;4,2;;9,2;;;;;;;;;;
04/08/1987;29,6;16;21,52;66,25;0;4,8;;8,1;;;;;;;;;;
05/08/1987;29;15;20,88;68,75;0;4;;8;;;;;;;;;;
06/08/1987;33;15;22,48;64,75;0;3;;9,1;;;;;;;;;;
07/08/1987;28;19;22,4;76,75;0;4,5;;0,3;;;;;;;;;;
08/08/1987;29,4;19;22,68;80,5;7,4;2,4;;3,3;;;;;;;;;;
09/08/1987;26;20,2;21,56;73,5;0;2,6;;3,8;;;;;;;;;;
10/08/1987;29,8;19;22,56;70,5;0;3,4;;4,5;;;;;;;;;;
11/08/1987;31,4;19,2;23,64;68,25;0;3,1;;7,4;;;;;;;;;;
12/08/1987;33;17,5;23,38;70,75;0;3,2;;5,7;;;;;;;;;;
13/08/1987;35;18,6;25,56;59;0;3,8;;9,7;;;;;;;;;;
14/08/1987;34;18,3;25,58;63;0;4,8;;9,5;;;;;;;;;;
15/08/1987;35,6;20,7;27,02;54,25;0;4,7;;9,6;;;;;;;;;;
16/08/1987;36,7;20;27,38;57;0;5,3;;10,3;;;;;;;;;;
17/08/1987;37;20,7;26,34;62,75;0;5,2;;10,3;;;;;;;;;;
18/08/1987;31,2;22;24,92;67,5;0;6;;8,3;;;;;;;;;;
19/08/1987;28;20,2;23,24;71,75;0;5;;1,1;;;;;;;;;;
20/08/1987;33,6;19;24,6;65,75;0;3;;9,2;;;;;;;;;;
21/08/1987;28;20,4;22,72;75,25;0;4,6;;3,8;;;;;;;;;;
22/08/1987;22;19;19,88;84,5;0;4;;0;;;;;;;;;;
23/08/1987;27;17,4;21,04;56,75;0,1;1,9;;4,3;;;;;;;;;;
24/08/1987;28,4;14;19,72;67,5;0;5,1;;10,6;;;;;;;;;;
25/08/1987;25;14,8;20,56;74;0;4,9;;2,6;;;;;;;;;;
26/08/1987;31,6;13,6;21,6;64,25;0;3,6;;10,2;;;;;;;;;;
27/08/1987;32,4;16,5;23,7;77,25;0;5;;9,1;;;;;;;;;;
28/08/1987;33,2;19,3;25,38;66,5;0;4,9;;8,8;;;;;;;;;;
29/08/1987;34;19,4;25,24;66,75;0;4,5;;8,4;;;;;;;;;;
30/08/1987;33,6;18,8;25,88;67,5;0;5;;9,7;;;;;;;;;;
31/08/1987;32,6;19;24,52;74,5;0;5,1;;9,5;30,77096774;17,77096774;23,06580645;68,08870968;8,1;4,074193548;;7,109677419;37,0;11,6
01/09/1987;32,2;18;24,44;72,5;0;6;;9,5;;;;;;;;;;
02/09/1987;31;21;24,48;76,75;0;5,5;;7,4;;;;;;;;;;
03/09/1987;34,6;21,4;25,8;64,5;0;5;;9,4;;;;;;;;;;
04/09/1987;29;22;24,08;80,25;0;7;;1;;;;;;;;;;
05/09/1987;32;20,4;25,48;63,5;0;4,5;;6,6;;;;;;;;;;
06/09/1987;32,6;21;25,72;77;0;5;;4;;;;;;;;;;
07/09/1987;31;21;24,2;78,5;0,4;4,6;;1,1;;;;;;;;;;
08/09/1987;23,4;19;20,64;93,5;0;4,8;;0;;;;;;;;;;
09/09/1987;23,2;18,8;20,56;89;2,9;1,2;;0;;;;;;;;;;
10/09/1987;31,6;19,3;24,18;76,75;0;1,4;;7,4;;;;;;;;;;
11/09/1987;35,1;19;25,3;74,5;0;4,2;;8,4;;;;;;;;;;
12/09/1987;32,4;22;26,08;73,25;0;5,3;;7,6;;;;;;;;;;
13/09/1987;28,6;19;23,6;81,5;0;5,2;;2,5;;;;;;;;;;
14/09/1987;32,4;22;25,92;80,25;0;3,1;;4,8;;;;;;;;;;
15/09/1987;34,4;22;26,2;71,25;0;4,4;;5,8;;;;;;;;;;
16/09/1987;36,6;21;27,52;73;0;5,2;;10,7;;;;;;;;;;
17/09/1987;34,4;23;26,88;71;0;6,6;;9,8;;;;;;;;;;
18/09/1987;33;21,5;26,7;81;0;5,9;;3,7;;;;;;;;;;
19/09/1987;28;20;23,2;88,75;33;4,3;;1;;;;;;;;;;
20/09/1987;27,4;21;23,48;82,75;0;2,7;;0;;;;;;;;;;
21/09/1987;28,2;21;23,96;88,5;0;2,4;;0;;;;;;;;;;
22/09/1987;28,2;22,2;24,36;90,25;0;2,8;;0,4;;;;;;;;;;
23/09/1987;25,1;20;21,66;93,25;0,3;2,7;;0;;;;;;;;;;
24/09/1987;26;20;22,12;89,5;1,8;1,5;;0,3;;;;;;;;;;
25/09/1987;29,6;20;22,96;75,25;1,2;2;;5,9;;;;;;;;;;
26/09/1987;32;18;24,4;66,75;0;4,2;;9,6;;;;;;;;;;
27/09/1987;31,6;21,2;25,16;68,5;0;4,7;;8;;;;;;;;;;
28/09/1987;30,8;19,8;23,88;87,75;0;4,8;;1,7;;;;;;;;;;
29/09/1987;33,2;20,3;25,02;82;5;2,8;;6,7;;;;;;;;;;
30/09/1987;32,4;19,8;25,72;74,75;0;3,7;;7,6;30,66666667;20,49;24,45666667;78,86666667;44,6;4,116666667;;4,696666667;36,6;18,0
01/10/1987;34;20;26,6;63,25;0;4,3;;10,4;;;;;;;;;;
02/10/1987;36;22;27,24;75,5;0;5,9;;8,5;;;;;;;;;;
03/10/1987;25,6;18,5;21,54;81,5;16;4,6;;0;;;;;;;;;;
04/10/1987;25,2;19,8;21,8;75;0;2,5;;0,8;;;;;;;;;;
05/10/1987;31,6;15,7;22,7;69,5;0;3;;11,4;;;;;;;;;;
06/10/1987;33,2;18,8;25,88;62,75;0;4,6;;9;;;;;;;;;;
07/10/1987;36;21,9;28,26;72;0;4,6;;11;;;;;;;;;;
08/10/1987;31;23;25,6;75;0,4;5;;5,2;;;;;;;;;;
09/10/1987;34;22;26,68;71,25;0;4,5;;6;;;;;;;;;;
10/10/1987;37,6;23;29,12;68,5;0,4;5;;10,4;;;;;;;;;;
11/10/1987;32,2;25;27,12;80,75;0;6;;6,2;;;;;;;;;;
12/10/1987;36,4;24;27,76;74,75;0;4,5;;9,5;;;;;;;;;;
13/10/1987;37,6;23;28,92;68;0;5,5;;11,8;;;;;;;;;;
14/10/1987;34,2;24;27,52;69,25;0;6,5;;9,6;;;;;;;;;;
15/10/1987;29;21,2;24,28;88,5;0;6,2;;2,1;;;;;;;;;;
16/10/1987;35,1;23;27,74;66,75;0,8;2,8;;10,6;;;;;;;;;;
17/10/1987;38;23;29,28;67;0;6;;10,9;;;;;;;;;;
18/10/1987;35,6;25;29,72;73,5;0;5,5;;7,6;;;;;;;;;;
19/10/1987;39;24;30;65,75;0;5,5;;10,8;;;;;;;;;;
20/10/1987;33;25,8;28,04;75,5;0;6,8;;4,6;;;;;;;;;;
21/10/1987;32,8;24;27,08;80;0;4,1;;0,8;;;;;;;;;;
22/10/1987;32;24,5;26,94;88;0;4;;3,1;;;;;;;;;;
23/10/1987;32,6;22,1;26,54;82,5;0;2,6;;5,1;;;;;;;;;;
24/10/1987;35,4;23,6;28,16;70,25;0;4,8;;7,9;;;;;;;;;;
25/10/1987;37;22,9;29,62;57,25;0;5,6;;12,2;;;;;;;;;;
26/10/1987;38;23,6;29,28;68,5;0;8;;11,7;;;;;;;;;;
27/10/1987;37,6;24;29,8;65,75;0;8,1;;11;;;;;;;;;;
28/10/1987;37;24;29,12;68,5;0;8;;10,5;;;;;;;;;;
29/10/1987;37,2;25;29,72;71,25;0;8;;5,1;;;;;;;;;;
30/10/1987;30,4;23;25,04;87;5,6;5,7;;0,9;;;;;;;;;;
31/10/1987;29;21;24,2;81,25;11,8;2,9;;0;33,97741935;22,59354839;27,13870968;73,04032258;35;5,196774194;;7,248387097;39,0;15,7
01/11/1987;33;22,4;25,84;75,25;0,4;3,3;;6,8;;;;;;;;;;
02/11/1987;33;21;25,24;68,5;0;4,7;;9,8;;;;;;;;;;
03/11/1987;33;20,2;25,36;70;0;5,4;;10,8;;;;;;;;;;
04/11/1987;31,8;20,4;25,88;74,75;0;6;;6,8;;;;;;;;;;
05/11/1987;35,6;23;28,48;66,5;0;5,2;;11,2;;;;;;;;;;
06/11/1987;38,4;22,8;30,92;64;0;5;;11,9;;;;;;;;;;
07/11/1987;38,6;25,5;31,18;73,25;0;6,2;;6,4;;;;;;;;;;
08/11/1987;34,4;23,6;27,64;85,75;7,4;6,6;;3,2;;;;;;;;;;
09/11/1987;33;24,7;28,02;92,25;0;3,3;;5,5;;;;;;;;;;
10/11/1987;27,4;23;24,36;96;49;3,7;;0;;;;;;;;;;
11/11/1987;29,4;23;25,52;93,5;18;0,6;;1,6;;;;;;;;;;
12/11/1987;30,2;22;24,32;93,5;3,4;2,3;;3,8;;;;;;;;;;
13/11/1987;28;21;23,4;93;35,6;1,5;;1,3;;;;;;;;;;
14/11/1987;31,2;22;25,24;90,25;6,4;1,6;;7,2;;;;;;;;;;
15/11/1987;30;22;24,2;90,25;1,1;2,4;;0,7;;;;;;;;;;
16/11/1987;28;22;23,88;93;5;1,6;;0;;;;;;;;;;
17/11/1987;32,6;21;25,32;88,5;17,2;1,7;;5,9;;;;;;;;;;
18/11/1987;34,4;22;27,48;82,25;0;2,9;;11,1;;;;;;;;;;
19/11/1987;33,8;21,8;26,96;74,5;0;3,8;;9,6;;;;;;;;;;
20/11/1987;32,6;22,6;26,76;77,75;0;4,2;;7,6;;;;;;;;;;
21/11/1987;32,8;21,3;26,66;82,25;0;4,4;;6,8;;;;;;;;;;
22/11/1987;34,2;23;27,68;79;0;3,6;;9,7;;;;;;;;;;
23/11/1987;33,4;23,3;26,74;80,75;0,3;4,4;;7,9;;;;;;;;;;
24/11/1987;30,6;21,5;25,22;76;0;4,7;;6,1;;;;;;;;;;
25/11/1987;32;22;25,92;87;0;3,9;;1,9;;;;;;;;;;
26/11/1987;35,1;24,6;29,58;74;0;3,1;;8,4;;;;;;;;;;
27/11/1987;34;23,2;26,12;87,5;1,2;3,5;;2,8;;;;;;;;;;
28/11/1987;31,2;22,4;25,08;87;9,1;2,6;;6,4;;;;;;;;;;
29/11/1987;27,2;22;23,88;92;25,5;2,2;;0,3;;;;;;;;;;
30/11/1987;30;22;24,64;85,5;0,1;1,2;;2,2;32,29666667;22,37666667;26,25066667;82,45833333;179,7;3,52;;5,79;38,6;20,2
01/12/1987;33;20,4;25,84;75,75;0;2,5;;8,5;;;;;;;;;;
02/12/1987;28,8;21,8;23,96;86;0;3;;0;;;;;;;;;;
03/12/1987;26,6;20,9;23,66;95;9;2,1;;0;;;;;;;;;;
04/12/1987;31,4;22,8;26,44;81;1,9;1;;1;;;;;;;;;;
05/12/1987;31,2;22,8;26,84;82;0;3,1;;3,4;;;;;;;;;;
06/12/1987;32,4;22,5;27,02;87,25;11,7;2,2;;2,2;;;;;;;;;;
07/12/1987;30,4;21,8;25,08;83,75;24,1;2;;1,8;;;;;;;;;;
08/12/1987;31,4;23,2;26,92;73,75;0;2,3;;5,4;;;;;;;;;;
09/12/1987;33;24;27,6;74;0;3,3;;9,5;;;;;;;;;;
10/12/1987;33;23,2;27,44;78,75;0;3,6;;7,2;;;;;;;;;;
11/12/1987;30,6;25;26,6;87;0;3,4;;0,6;;;;;;;;;;
12/12/1987;33,6;23;27,8;69,25;0;3;;10;;;;;;;;;;
13/12/1987;30,4;24,2;25,64;87;0;4,5;;0;;;;;;;;;;
14/12/1987;26;22;23,8;89,75;39;1,5;;0;;;;;;;;;;
15/12/1987;29,4;22;25,2;88,5;6,2;1,5;;1,3;;;;;;;;;;
16/12/1987;32,2;20,5;26,02;75,25;0,1;2,2;;10,7;;;;;;;;;;
17/12/1987;31;21,8;25,44;83;1;3;;9,2;;;;;;;;;;
18/12/1987;33,2;22,3;27,38;73,5;0;2,6;;8,5;;;;;;;;;;
19/12/1987;27,5;23,9;25,32;91,75;0,2;3,2;;0;;;;;;;;;;
20/12/1987;30,8;22,3;25,42;90,75;20;1,4;;1,6;;;;;;;;;;
21/12/1987;27;22,6;24,84;94,25;30,6;1,6;;0,9;;;;;;;;;;
22/12/1987;34;24;26,52;87,25;1,2;1,5;;5,7;;;;;;;;;;
23/12/1987;30,4;22;25,48;91,25;55,7;2;;2,4;;;;;;;;;;
24/12/1987;32;22;26,24;76,5;0;2,5;;9,8;;;;;;;;;;
25/12/1987;32;21;26,08;77,5;0;4;;11,9;;;;;;;;;;
26/12/1987;32;22;26,48;82,25;0;3,5;;7,9;;;;;;;;;;
27/12/1987;33;23;27,44;77,5;0;3,3;;10,9;;;;;;;;;;
28/12/1987;35,2;23,4;27,8;76,75;0;3,7;;9,7;;;;;;;;;;
29/12/1987;35;24;28,92;69,75;0;4,2;;12;;;;;;;;;;
30/12/1987;35,8;24,6;29,12;73,25;0;4,1;;11,4;;;;;;;;;;
31/12/1987;35,8;23,9;29,74;72;0;4;;8;31,5516129;22,67419355;26,38967742;81,65322581;200,7;2,767741935;;5,532258065;35,8;20,4
01/01/1988;30,2;24;26,64;86,25;1,9;3,2;;0,3;;;;;;;;;;
02/01/1988;32,9;22,6;26,06;85;34,2;2;;2,7;;;;;;;;;;
03/01/1988;28,2;22,6;25,16;90;2,2;2,3;;0,2;;;;;;;;;;
04/01/1988;33;23,2;26,08;94,75;2,1;1,2;;2,9;;;;;;;;;;
05/01/1988;37;23,2;28,52;82;25,8;2,1;;7,1;;;;;;;;;;
06/01/1988;37;23;27,76;81;0;3,4;;9,9;;;;;;;;;;
07/01/1988;35,1;23;26,1;85,75;6;3,6;;4,8;;;;;;;;;;
08/01/1988;31,2;22;24,52;89;30,6;2,9;;2;;;;;;;;;;
09/01/1988;32,6;21;25,8;78,5;10,2;2;;3,1;;;;;;;;;;
10/01/1988;31,6;22;25;90;0;4,8;;0;;;;;;;;;;
11/01/1988;28,2;21;23,52;88,5;30,5;2,2;;0;;;;;;;;;;
12/01/1988;32;22,4;25,56;83;9;1,8;;4,2;;;;;;;;;;
13/01/1988;34,8;23,2;28,36;65;18,4;2,1;;12;;;;;;;;;;
14/01/1988;35,6;21,8;28,2;63,5;0;4,2;;12,8;;;;;;;;;;
15/01/1988;35,6;21;27,12;70;0;4;;12,6;;;;;;;;;;
16/01/1988;35,4;22,4;28,48;62,75;0;3,8;;11,6;;;;;;;;;;
17/01/1988;34,6;23,2;28,56;64,5;0;4,4;;12,6;;;;;;;;;;
18/01/1988;35,6;24;28,8;63,75;0;4,1;;8,9;;;;;;;;;;
19/01/1988;36,4;22,3;28,58;75,75;0,2;4,3;;11,2;;;;;;;;;;
20/01/1988;36;24;28,88;70;0;4,7;;12,1;;;;;;;;;;
21/01/1988;37;25;29,28;63,75;0;4,5;;12,5;;;;;;;;;;
22/01/1988;37,2;23;28,92;62,25;0;5,1;;12,5;;;;;;;;;;
23/01/1988;36,6;23,2;29,2;59,25;0;5,4;;11,7;;;;;;;;;;
24/01/1988;35,2;22,2;28,72;59;0;6;;11,8;;;;;;;;;;
25/01/1988;34;24;28,24;76,5;0;5;;9,3;;;;;;;;;;
26/01/1988;35,8;23;28,88;65;0,8;4;;11,4;;;;;;;;;;
27/01/1988;36,2;22;28,92;70,25;0;5;;12;;;;;;;;;;
28/01/1988;38,2;23,2;30,32;61;0;5,4;;12,5;;;;;;;;;;
29/01/1988;38;24,4;30,72;66,75;0;5,6;;12,6;;;;;;;;;;
30/01/1988;37,6;24,2;30,12;66,5;0;5,7;;12,5;;;;;;;;;;
31/01/1988;34,6;25;29,24;67,25;0;5,3;;5,3;34,62580645;22,93870968;27,75032258;73,75806452;171,9;3,874193548;;8,229032258;38,2;21,0
01/02/1988;37;24;29,88;72;0;4,8;;12,2;;;;;;;;;;
02/02/1988;35,1;24,4;28,94;74,75;0;6,1;;4;;;;;;;;;;
03/02/1988;33;26;28,44;83;0;4,6;;2,1;;;;;;;;;;
04/02/1988;36;25;29,44;64;0,2;3,7;;10;;;;;;;;;;
05/02/1988;36;24,2;29,64;74,5;0;5,3;;7,5;;;;;;;;;;
06/02/1988;37;23;27,2;75,75;0;5,3;;9,1;;;;;;;;;;
07/02/1988;34,2;22,2;27,88;79,5;5,8;3,2;;8,9;;;;;;;;;;
08/02/1988;36,2;24;29,16;71,25;0;4,8;;11,4;;;;;;;;;;
09/02/1988;35,2;24,6;29,2;69,75;0;5,6;;9,8;;;;;;;;;;
10/02/1988;36;23,3;29,54;62,75;0;5,4;;11;;;;;;;;;;
11/02/1988;35;25,6;28,32;81,75;0;5,6;;3,2;;;;;;;;;;
12/02/1988;30,7;23,7;26,68;87;7,7;3,2;;0,4;;;;;;;;;;
13/02/1988;35;25,4;28,28;81,75;4,6;2,8;;2,5;;;;;;;;;;
14/02/1988;35,4;22;28,24;70;0;2,6;;11,1;;;;;;;;;;
15/02/1988;35,2;22;27,32;83,75;0;4,5;;9,5;;;;;;;;;;
16/02/1988;35,2;24;;78,75;5,3;4,4;;8,8;;;;;;;;;;
17/02/1988;35,2;25;;75,25;0;;;6,2;;;;;;;;;;
18/02/1988;36,6;25;;72,5;0;;;5,5;;;;;;;;;;
19/02/1988;36;25;;77,5;0;;;7,6;;;;;;;;;;
20/02/1988;35,2;26;;79,75;0;;;6,5;;;;;;;;;;
21/02/1988;35,4;24;;80,5;0;;;5,6;;;;;;;;;;
22/02/1988;36;25;;80,25;0;;;6,4;;;;;;;;;;
23/02/1988;34;23,7;;76;0;;;6,2;;;;;;;;;;
24/02/1988;35;20,8;;72,5;0,4;;;11,7;;;;;;;;;;
25/02/1988;36;21,8;;72,75;0;;;11,1;;;;;;;;;;
26/02/1988;36;21,6;;74,25;0;;;10,2;;;;;;;;;;
27/02/1988;35,1;24;;84,5;0,4;;;6,5;;;;;;;;;;
28/02/1988;36,2;23;;76,5;3,2;;;8,5;;;;;;;;;;
29/02/1988;35,4;22;;76,5;0;;;10,8;35,32068966;23,80344828;28,544;76,17241379;27,6;4,49375;;7,734482759;37,0;20,8
01/03/1988;36,4;26;30,28;76,25;0;5,9;;9,6;;;;;;;;;;
02/03/1988;37,8;24,4;30,24;73;0;5,5;;11;;;;;;;;;;
03/03/1988;37;8,6;25,2;80;0;5,4;;8,4;;;;;;;;;;
04/03/1988;37,8;23;27,32;83,5;2,2;4,2;;7,1;;;;;;;;;;
05/03/1988;34,8;23;27,36;81,5;87,5;3,6;;6,4;;;;;;;;;;
06/03/1988;32,8;24,8;27,12;91,5;17,6;2,5;;3,4;;;;;;;;;;
07/03/1988;29,2;25;26,64;88,5;7,8;1,9;;1,4;;;;;;;;;;
08/03/1988;33,4;22,2;27,08;66;17,4;1,6;;10,3;;;;;;;;;;
09/03/1988;33;20;25,12;82,75;0;4,2;;7,7;;;;;;;;;;
10/03/1988;28,4;21,8;24,76;75,25;5,9;2,2;;0;;;;;;;;;;
11/03/1988;31,4;21,8;25,36;80,5;0;2,6;;8,9;;;;;;;;;;
12/03/1988;33;19;24,48;73,75;8,2;3,4;;11,5;;;;;;;;;;
13/03/1988;33,8;19,6;25,68;65,75;0;3,4;;11,4;;;;;;;;;;
14/03/1988;33;20,2;25,88;71,75;0;4,2;;10,1;;;;;;;;;;
15/03/1988;34;23;27,52;69,25;0;4,8;;9,1;;;;;;;;;;
16/03/1988;36;22;28,08;65,25;0;4,2;;11;;;;;;;;;;
